"id","Date.Created","Gender","District","Sector","Village","Cell","Latitude","Longitude","Has.BXW"
"-NcfJmkrQ3Nftle38Dv8","2023-08-25T08:11:30.363+02:00","Gitsina Gore","Muhanga","Kabacuzi","Gasharu","Kobyimba",-1.92589337937534,29.7200480941683,"NO"
"-Ncg5CBHuHNRUkniVxDn","2023-08-25T11:48:38.651+02:00","Gitsina Gore","Burera","Rugengabali ","Kabira ","Nyanamo ",-1.54329326,29.79582474,"NO"
"-NcgJxCrcAtdsVrPGvvk","2023-08-25T12:53:23.379+02:00","Gitsina Gabo","Gisagara","Kibirizi","Buhoro","Duwani",-2.60001,29.78222,"NO"
"-NcgW_XD2phQvDyTguDz","2023-08-25T13:48:34.289+02:00","Gitsina Gore","Gisagara","Kibirizi","Buhoro ","Duwani ",-2.59952833333333,29.78247,"NO"
"-NcgX_5FlhQP6_8rhbDG","2023-08-25T13:52:54.654+02:00","Gitsina Gore","Gisagara","Kibirizi","Buhoro","Duwani",-2.600225,29.78318,"NO"
"-NcgfotwjK12U1Nkr5s9","2023-08-25T14:33:18.338+02:00","Gitsina Gabo","Rusizi","Nkanka","Gafoka","Kangazi",-2.42727451,28.91515537,"NO"
"-NchDKry_JpqV8j1zMuq","2023-08-25T17:03:51.395+02:00","Gitsina Gore","Gisagara","Kibirizi ","Buhoro","Duwani ",-2.60332,29.7788633333333,"NO"
"-NchZ2o-_Ajk7dr5m6v3","2023-08-25T18:39:02.116+02:00","Gitsina Gore","Rulindo","Tumba","Marembo","Misezeŕo",-1.70404105,29.9571799,"NO"
"-Nci3dw8PNK0Jd4o1JiS","2023-08-25T21:00:50.732+02:00","Gitsina Gabo","Ninzi","Kagano","Rugabano","Ninzi",-2.34964255,29.09005791,"NO"
"-Nci3shg83Y3PZU-6mwe","2023-08-25T21:02:16.391+02:00","Gitsina Gore","Nyamasheke","Kagano","Rugabano","Ninzi",-2.34953419,29.09005523,"NO"
"-Nck_2P3kYhvye-B2iZC","2023-08-26T08:39:35.777+02:00","Gitsina Gabo","Nyamagabe","Mushubi ","Kagorwe ","Buteteri ",-2.3435453,29.4482201,"NO"
"-Nck_FoOMR3lJ5nXOiid","2023-08-26T08:40:21.177+02:00","Gitsina Gabo","Nyamagabe","Mushubi","Kagorwe","Buteteri",-2.29787977,29.44645245,"NO"
"-NckbY7e9dKAoQgG1gW_","2023-08-26T08:50:22.103+02:00","Gitsina Gabo","Nyamagabe","Mushubi","Kagorwe","Buteteri",-2.29786275,29.44642374,"NO"
"-Ncl3HHBRddiKbP-aTJ5","2023-08-26T10:56:03.305+02:00","Gitsina Gabo","Gisagara","Nyanza","Ruvugizo","Higiro",-2.77086394,29.73902105,"YES"
"-Ncl3_DmRJ1N3lFK6eLv","2023-08-26T10:59:19.971+02:00","Gitsina Gore","Gisagara","Nyanza","Ruvugizo","Higiro",-2.77088824,29.73900846,"NO"
"-NclXydqPbPR22DJWQFV","2023-08-26T13:12:46.914+02:00","Gitsina Gabo","Muhanga","Kabacuzi","Gasharu","Kibyimba",-1.9683832,29.7760795,"NO"
"-Ncl_JgXGhSXT61_1sHW","2023-08-26T13:22:46.519+02:00","Gitsina Gore","Muhanga","Kabacuzi","Gasharu","Kibyimba",-1.92148512694985,29.7199436556548,"NO"
"-Nclh2ckJSuxsu_aKzYp","2023-08-26T13:56:18.664+02:00","Gitsina Gabo","Gisagara","Kibirizi ","Buhoro ","Duwani ",-2.60181,29.7816683333333,"NO"
"-NcltBz5ZZdTv0-SfO7m","2023-08-26T14:50:33.33+02:00","Gitsina Gabo","Gisagara","Kibirizi ","Buhoro","Duwani",-2.60244333333333,29.7808433333333,"NO"
"-Ncm2HERnyz_5Laa_U6e","2023-08-26T15:33:56.521+02:00","Gitsina Gore","Gisagara","Kibirizi ","Buhoro ","Duwani ",-2.60272166666667,29.78052,"NO"
"-Ncm4XVc-lzySDIHgP8v","2023-08-26T15:43:29.145+02:00","Gitsina Gore","Gisagara","Kansi ","Akakinka ","Bwiza ",-2.67891218333333,29.7709966833333,"NO"
"-Ncm4iWI9bfDRr_ZTRun","2023-08-26T15:44:35.66+02:00","Gitsina Gabo","Gisagara","Kansi ","Akakinka ","Bwiza ",-2.67901045,29.7715252166667,"NO"
"-Ncm4t7GQdH_Ud2IqurK","2023-08-26T15:45:19.106+02:00","Gitsina Gore","Gisagara","Kansi ","Akakinka ","Bwiza ",-2.67901708333333,29.7715194333333,"NO"
"-Ncm5Tbz0VTFTqEqhxDd","2023-08-26T15:47:52.545+02:00","Gitsina Gabo","Gisagara","Kansi ","Akakinka ","Bwiza ",-2.67902126666667,29.7715,"NO"
"-NcmGvT_NAN3tgntc69H","2023-08-26T16:37:37.226+02:00","Gitsina Gore","Gisagara","Kansi ","Akakinka ","Bwiza ",-2.6782851,29.7733283,"NO"
"-NcmIUMT8DYTRbo99zjE","2023-08-26T16:44:30.505+02:00","Gitsina Gore","Gisagara","Kansi ","Akakinka ","Bwiza ",-2.6785783,29.7733658833333,"NO"
"-Ncq1WLMnXiXmkYZUgbg","2023-08-27T10:09:04.039+02:00","Gitsina Gabo","Kirehe","Gatore","Karambi","Nyamiryango",-2.27890255,30.58945177,"NO"
"-NcqGLkTP95NjmMC4A0h","2023-08-27T11:13:36.68+02:00","Gitsina Gore","Muhanga","Shyogwe","Nyakaguhu","Kinini",-2.10514428,29.77247921,"NO"
"-NcqxKaGS065TL5uJAES","2023-08-27T14:26:01.976+02:00","Gitsina Gabo","Rusizi","Nkanka","Gafoka","Kangazi",-2.42714299,28.91489503,"NO"
"-NcrCojMSoQtpBCjgBMR","2023-08-27T15:38:04.721+02:00","Gitsina Gore","Nyamasheke","Macuba","Butare","Rugari",-2.27644178,29.16138081,"NO"
"-NcrDQ16vqkoC6oYvsF9","2023-08-27T15:40:24.593+02:00","Gitsina Gabo","Burera","Rugengabali ","Kabira ","Nyanamo ",-1.54637566,29.78784891,"YES"
"-NcufnuEvKZGxSRnBCH1","2023-08-28T07:11:46.75+02:00","Gitsina Gabo","Gisagara","Nyanza","Higiro","Higiro",-2.77313483,29.73930168,"NO"
"-Ncujx1OttJ2lnBZs-dn","2023-08-28T08:05:50.417+02:00","","Kayonza","Rukara","Kinunga1","Rukara",-1.8219041,30.47803962,"NO"
"-Ncuk8ZVFwbBidNSlHtt","2023-08-28T08:06:55.244+02:00","","Kayonza","Rukara","Kinunga1","Rukara",-1.82210238,30.47785002,"NO"
"-NcukQbBBhRby2uPoQWP","2023-08-28T08:08:09.151+02:00","","Kayonza","Rukara","Kinunga1","Rukara",-1.82185833,30.47802364,"NO"
"-NcukUWfbhKqsSbGPKm-","2023-08-28T08:08:25.18+02:00","","Kayonza","Rukara","Kinunga1","Rukara",-1.82179147,30.47807032,"NO"
"-NcukVstVvATuZQi47oy","2023-08-28T08:08:30.765+02:00","","Kayonza","Rukara","Kinunga1","Rukara",-1.82175088,30.47812661,"NO"
"-Ncukwnjl7kZ9ngNWe-a","2023-08-28T08:10:24.967+02:00","Gitsina Gabo","Kayonza","Rukara ","Kinunga1 ","Rukara ",-1.82181971,30.47811202,"NO"
"-NcuoumJIDR3BOSbpMoC","2023-08-28T08:27:32.328+02:00","","Kayonza","Rukara","Kinunga1","Rukara",-1.82197521,30.47792772,"NO"
"-NcvIcTlItIOaiA5dCxo","2023-08-28T10:41:56.862+02:00","Gitsina Gabo","Kirehe","Gatore","Karambi","Nyamiryango",-2.27981516,30.58967,"NO"
"-Ncvc3nJlJEtXWPPKANM","2023-08-28T12:11:01.417+02:00","Gitsina Gore","Nyamagabe","Mushubi ","Rwamiko ","Buteteri ",-2.34931041,29.44555258,"NO"
"-NcvcPRJ6S3jrq_0g13-","2023-08-28T12:12:25.266+02:00","Gitsina Gore","Nyamagabe","Mushubi ","Rwamiko ","Buteteri ",-2.34890231,29.44563961,"NO"
"-NcxoF0RFArzolQQSkqI","2023-08-28T22:23:31.44+02:00","Gitsina Gabo","Muhanga","Shyogwe","Nyakaguhu","Kinini",-2.10500024,29.77245054,"NO"
"-NcxpdYrIhjxJ6i7WFRw","2023-08-28T22:29:17.126+02:00","Gitsina Gore","Muhanga","Shyogwe","Nyakaguhu","Kinini",-2.10535566,29.77249053,"NO"
"-NcxrJ9QsQEake6P0CjJ","2023-08-28T22:37:04.83+02:00","","Muhanga","Shyogwe","Nyakaguhu","Kinini",-2.10535004,29.77248638,"NO"
"-NczhM9ul1kNgbu2zoX0","2023-08-29T07:12:28.439+02:00","Gitsina Gabo","Burera","Rugarama","Hanika","Cyahi",-1.42112166666667,29.7253216666667,"NO"
"-Nd-1_oUOn4wWo372hux","2023-08-29T08:43:39.888+02:00","Gitsina Gore","Huye","Mbazi ","Kanyaruhinda","Gatobotobo",-2.56029165,29.7476365166667,"NO"
"-Nd-1s9VhZutHBZqwY7A","2023-08-29T08:46:08.388+02:00","Gitsina Gore","Huye","Mbazi","Kanyaruhinda","Gatobotobo",-2.56025523333333,29.74760205,"NO"
"-Nd-2ILEnpUjp3zR3DTj","2023-08-29T08:47:37.296+02:00","Gitsina Gore","Huye","Mbazi","Kanyaruhinda","Gatobotobo",-2.56021636666667,29.7474999333333,"NO"
"-Nd-2dYUv91ioM5uOC8B","2023-08-29T08:50:13.037+02:00","Gitsina Gabo","Rutsiro","Mushubati ","Mugote ","Gitwa ",-1.9881659,29.42493135,"NO"
"-Nd-2pepbE-FY6mshPZu","2023-08-29T08:50:40.426+02:00","Gitsina Gabo","Rutsiro","Mshubati","Mugote","Gitwa",-1.98859211,29.42560457,"YES"
"-Nd-P1NYTW32_83AUWtu","2023-08-29T10:28:02.02+02:00","Gitsina Gore","Burera","Rugarama ","Hanika ","Cyahi ",-1.40874666666667,29.7137333333333,"NO"
"-Nd-XpCVm1Y12krcI-GO","2023-08-29T11:06:26.204+02:00","Gitsina Gabo","Muhanga","Kabacuzi","Gasharu","Kibyimba",-1.9551448,29.7561761,"NO"
"-Nd-wgCiJfD4pzBoiPXV","2023-08-29T12:59:07.531+02:00","Gitsina Gabo","Burera","Rugarama ","Hanika ","Cyahi ",-1.4144025,29.7225147,"NO"
"-Nd0Xope9JcQF9iW_nSF","2023-08-29T15:45:55.133+02:00","Gitsina Gabo","Rutsiro","Boneza ","Bikono ","Bushaka ",-1.89484831,29.27821976,"NO"
"-Nd0YPfb7decblAbDDZQ","2023-08-29T15:48:26.954+02:00","Gitsina Gabo","Rutsiro","Boneza","Bikono","Bushaka",-1.89493226,29.27815259,"NO"
"-Nd0Y_y6H-FtrmooDtOJ","2023-08-29T15:49:14.265+02:00","Gitsina Gabo","Rutsiro","Boneza ","Bikono ","Bushaka ",-1.89485589,29.27813486,"NO"
"-Nd0YqMO7uemyIPZ089D","2023-08-29T15:50:25.063+02:00","Gitsina Gabo","Rutsiro","Boneza ","Bikono ","Bushaka ",-1.89486154,29.27825738,"NO"
"-Nd0Z-9tOG6Wh6Pgfbuo","2023-08-29T15:51:01.856+02:00","Gitsina Gabo","Rutsiro","Boneza ","Bikono ","Bushaka ",-1.89483186,29.27834809,"NO"
"-Nd0ZSUgKQqtiBL8c2Yz","2023-08-29T15:53:02.007+02:00","Gitsina Gore","Rutsiro","Boneza ","Bikono ","Bushaka ",-1.89486714,29.27842275,"NO"
"-Nd0ZxD-qRXC7qhd2P15","2023-08-29T15:55:12.985+02:00","Gitsina Gabo","Rutsiro","Boneza ","Bikono ","Bushaka ",-1.89493232,29.27849351,"NO"
"-Nd0_FjNGhwqeO2TlL3q","2023-08-29T15:56:31.93+02:00","Gitsina Gore","Rutsiro","Boneza ","Bikono ","Bushaka ",-1.895029,29.27864497,"NO"
"-Nd0_qMs9uAM5caMcPid","2023-08-29T15:59:09.735+02:00","Gitsina Gabo","Rutsiro","Boneza ","Bikono ","Bushaka ",-1.89503783,29.27881136,"NO"
"-Nd0gpN-VaEB_3_j_mNN","2023-08-29T16:29:19.352+02:00","Gitsina Gabo","Rubavu","Rubavu ","Isangano ","Rukoko ",-1.6607022,29.2736617,"NO"
"-Nd0r_F2aUfOR4FEzRn8","2023-08-29T17:16:12.704+02:00","Gitsina Gabo","Gisagara","Mukindo ","Akabati ","Gitega ",-2.74629878333333,29.8471719666667,"NO"
"-Nd0s3elPdLSTdwAZQXZ","2023-08-29T17:18:25.465+02:00","Gitsina Gabo","Gisagara","Mukindo ","Akabati ","Gitega ",-2.74583635,29.8473072833333,"NO"
"-Nd48UiTuWj0PS_78U7T","2023-08-30T08:33:27.362+02:00","Gitsina Gore","monyi","Mugina","Munini","Jenda",-1.97864,30.18464,"NO"
"-Nd48n4q9Hfe4hJ9AJZZ","2023-08-30T08:35:48.611+02:00","Gitsina Gabo","monyi","Mugina","Munini","Jenda",-1.978635,30.1845816666667,"NO"
"-Nd5b-8Q8jjAFTsOwW8A","2023-08-30T15:22:16.839+02:00","Gitsina Gabo","Nyamasheke","Macuba","Butare","Rugari",-2.294793,29.1621414,"NO"
"-Nd6DGrH03fCMHfhLliW","2023-08-30T18:13:57.454+02:00","Gitsina Gabo","Rusizi","Gashonga ","Karenge ","Muti ",-2.5394408,28.8951769,"NO"
"-Nd6Df7xjMc13WXKrHUx","2023-08-30T18:15:42.837+02:00","Gitsina Gore","Rusizi","Gashonga ","Karenge ","Muti ",-2.5391763,28.8948129,"NO"
"-Nd6DsGYoLGlcJ6jWHQC","2023-08-30T18:16:36.408+02:00","Gitsina Gabo","Rubavu","Rubavu ","Isangano ","Rukoko ",-1.6892693,29.2863704,"NO"
"-Nd9p71c-xCixWSHIAzb","2023-08-31T11:01:53.414+02:00","Gitsina Gore","Rusizi","Gashonga ","Karenge ","Muti ",-2.6052865,28.90519624,"NO"
"-Nd9pNzcyeZbaXIU-liY","2023-08-31T11:03:33.779+02:00","Gitsina Gabo","Rusizi","Gashonga ","Karenge ","Muti ",-2.60522498,28.90510682,"NO"
"-Nd9pdtThpf7Gaxs2-gO","2023-08-31T11:04:44.608+02:00","Gitsina Gabo","Rusizi","Gashonga ","Karenge ","Muti ",-2.60523349,28.90529566,"NO"
"-NdAMqUuQYBcHoPb_WJP","2023-08-31T13:34:05.339+02:00","Gitsina Gabo","Gisagara","Mukindo ","Akabati ","Gitega ",-2.7505655,29.8470536166667,"NO"
"-NdAS8TIXp7CPuEL84Li","2023-08-31T13:56:39.329+02:00","Gitsina Gabo","Gakenke","Rusasa","Bwanamo","Rumbi",-1.64775253,29.78871986,"NO"
"-NdAdWJC8U6G_Hfws_p9","2023-08-31T14:50:42.971+02:00","Gitsina Gore","Nyamasheke","Bushenge","Karusimbi","Karusimbi",-2.4066335,28.98080812,"YES"
"-NdAeC3PezTyJzkcj1Qh","2023-08-31T14:51:32.573+02:00","Gitsina Gore","Gakenke","Mugunga ","Kanaba ","Nkomane ",-1.64762886241078,29.7886799555272,"YES"
"-NdAfFPexwzdJdBvK4md","2023-08-31T14:55:49.979+02:00","Gitsina Gore","Gakenke","Mugunga ","Kanaba ","Nkomane ",-1.64765962399542,29.78874290362,"NO"
"-NdApGL8TATuklK9enlr","2023-08-31T15:42:34.954+02:00","","Karongi","Murambi","Muramba","Nkoto",-2.1456155,29.5171314,"NO"
"-NdAvEi3g2l-AS06_xL8","2023-08-31T16:08:52.955+02:00","Gitsina Gabo","Rubavu","Cyanzarwe ","Hanika ","Rwangara ",-1.63698035,29.31402836,"NO"
"-NdAvSySybkn8p7AiQMe","2023-08-31T16:09:25.574+02:00","","Rubavu","Cyanzarwe","Hanika ","Rwangara ",-1.6363976,29.31423494,"NO"
"-NdAw5wpdWQa2QRj1kZO","2023-08-31T16:10:23.997+02:00","","Rubavu","Cyanzarwe","Hanika ","Rwangara ",-1.6370737,29.31416929,"NO"
"-NdAx3tmBXN2xqGKKnlW","2023-08-31T16:16:19.493+02:00","Gitsina Gore","Kayonza","Mukarange","Gihima","Mburabuturo",-1.92327728,30.48918498,"NO"
"-NdBu8oIZ4z4NP258zBy","2023-08-31T20:43:47.669+02:00","Gitsina Gabo","Nyagatare","Nyagatare ","Mugari ","Rutaraka ",-1.33196378,30.36289525,"NO"
"-NdEE8jYwBB3busIXOQP","2023-09-01T07:34:24.846+02:00","Gitsina Gore","Gisagara","Mukindo ","Akabati ","Gitega ",-2.75065641666667,29.84713675,"NO"
"-NdEW_CP2fKvDWY_prOq","2023-09-01T08:53:18.865+02:00","Gitsina Gore","Nyamasheke","Bushenge","Karusimbi","Karusimbi",-2.4066342,28.98081704,"NO"
"-NdEbRTeIVtwLjVpdaqT","2023-09-01T09:20:20.717+02:00","Gitsina Gabo","Nyamasheke","Bushenge ","Karusimbi ","Karusimbi ",-2.40661354,28.98080332,"YES"
"-NdEc0SUE84mBFwldhq5","2023-09-01T09:23:15.356+02:00","Gitsina Gabo","Gakenke","Rusasa","Bwanamo","Rumbi",-1.6468538,29.6341604,"NO"
"-NdEc7RFZyVwO4mKI32F","2023-09-01T09:23:39.562+02:00","Gitsina Gabo","Gakenke","Rusasa","Bwanamo","Rumbi",-1.63679702,29.63550782,"NO"
"-NdF26F3RzBmmkVTiV9T","2023-09-01T11:21:09.045+02:00","Gitsina Gore","Burera","Rugarama ","Hanika ","Cyahi ",-1.41126333333333,29.7144466666667,"NO"
"-NdF6usTbNmub-jKsyYl","2023-09-01T11:42:34.443+02:00","Gitsina Gabo","Burera","Rugarama ","Hanika ","Cyahi ",-1.40857666666667,29.7135783333333,"NO"
"-NdFOo3-rk24dEyviVmD","2023-09-01T13:00:43.673+02:00","Gitsina Gore","Huye","Mbazi","Gicubuka","Kabuga",-2.55532165,29.7413002666667,"NO"
"-NdFQ7A6-08nta-Zk836","2023-09-01T13:06:32.357+02:00","Gitsina Gabo","Huye","Mbazi","Gicubuka","Kabuga",-2.5553217,29.7412694333333,"NO"
"-NdFQEhHiTKSM-x4QsUt","2023-09-01T13:07:05.801+02:00","Gitsina Gore","Huye","Mbazi","Gicubuka","Kabuga",-2.55532213333333,29.7412724,"NO"
"-NdFRcY594ip2iDMOs6M","2023-09-01T13:13:08.8+02:00","Gitsina Gore","Huye","Mbazi","Gicubuka","Kabuga",-2.55536898333333,29.7412460666667,"NO"
"-NdGDoL5E1b3A9n1znZ4","2023-09-01T16:52:33.481+02:00","Gitsina Gabo","Gisagara","Nyanza ","Rugayantete ","Nyaruteja ",-2.77824047,29.73662191,"NO"
"-NdJ7UFp_Syyc0BKuZIQ","2023-09-02T06:23:31.735+02:00","Gitsina Gabo","Gakenke","Rusasa","Bwanamo","Rumbi",-1.63684955,29.63549971,"NO"
"-NdJ7aVhS-AGGYElMt3a","2023-09-02T06:24:02.524+02:00","Gitsina Gabo","Gakenke","Rusasa","Bwanamo","Rumbi",-1.6366354,29.63526606,"NO"
"-NdKE0VvsK3neKpm7_N3","2023-09-02T11:31:10.862+02:00","Gitsina Gabo","monyi","Mugina ","Munini ","Jenda ",-2.14046333333333,29.95254,"NO"
"-NdKF74tI4URdntW4Sr_","2023-09-02T11:36:17.833+02:00","Gitsina Gabo","monyi","Mugina ","Munini ","Jenda ",-2.14053166666667,29.9526333333333,"YES"
"-NdKGO4Sa3YySsfQQCnK","2023-09-02T11:41:24.239+02:00","Gitsina Gabo","monyi","Mugina ","Munini ","Jenda ",-2.14069,29.9526966666667,"YES"
"-NdLr6NTJayj0wrIR8V3","2023-09-02T19:06:36.025+02:00","Gitsina Gore","Burera","Rugengabali ","Kabira ","Nyanamo ",-1.5048684,29.8118986,"NO"
"-NdLrDRPJbkaXw7PP89l","2023-09-02T19:06:55.844+02:00","Gitsina Gore","Burera","Rugengabali ","Kabira ","Nyanamo ",-1.52562459,29.81482133,"YES"
"-NdLsDZpcV-so0gUoAMc","2023-09-02T19:11:16.455+02:00","Gitsina Gore","Burera","Rugengabali ","Kabira ","Nyanamo ",-1.52566286,29.81482302,"YES"
"-NdLt14nsf5ikhLGd6_r","2023-09-02T19:14:51.571+02:00","Gitsina Gabo","Burera","Rugengabali ","Kabira ","Nyanamo ",-1.52566132,29.81481929,"YES"
"-NdLvzQHHJrZn8hycM4D","2023-09-02T19:27:52.466+02:00","Gitsina Gore","Huye","Mbazi","Gicubuka","Kabuga",-2.57451631666667,29.7428551333333,"NO"
"-NdLwEU580qtW08zgxNY","2023-09-02T19:28:49.978+02:00","Gitsina Gore","Huye","Mbazi","Gicubuka","Kabuga",-2.57447416666667,29.7427255833333,"NO"
"-NdLwPD1ST6sngBGgXPq","2023-09-02T19:29:39.434+02:00","Gitsina Gabo","Huye","Mbazi","Gicubuka","Kabuga",-2.57446378333333,29.74279965,"NO"
"-NdLwXZ_4aIgO_SK12Kd","2023-09-02T19:30:17.745+02:00","Gitsina Gore","Huye","Mbazi","Gicubuka","Kabuga",-2.57444788333333,29.742853,"NO"
"-NdLwldYzxd3C8W3bNCm","2023-09-02T19:31:19.068+02:00","Gitsina Gore","Huye","Mbazi","Gicubuka","Kabuga",-2.57447125,29.7428699833333,"NO"
"-NdLx2tdr1YII_AASugK","2023-09-02T19:32:21.112+02:00","Gitsina Gore","Huye","Mbazi","Gicubuka","Kabuga",-2.57441015,29.7428763333333,"NO"
"-NdLxNHAlGoYr7BhBCrZ","2023-09-02T19:33:58.629+02:00","Gitsina Gabo","Huye","Mbazi","Gicubuka","Kabuga",-2.57451766666667,29.7427740833333,"NO"
"-NdOla4oMsmqEcf8WJW1","2023-09-03T08:40:22.572+02:00","Gitsina Gabo","Karongi","Murambi","Muramba","Nkoto",-2.16807655,29.5436145833333,"NO"
"-NdPx0J6fxGAUrd_u0r3","2023-09-03T14:10:28.14+02:00","Gitsina Gabo","monyi","Mugina ","Munini ","Jenda ",-2.14142833333333,29.9522083333333,"YES"
"-NdQM0SL6LPh0YUwOhvT","2023-09-03T16:04:17.673+02:00","Gitsina Gabo","monyi","Mugina ","Munini ","Jenda ",-2.14073833333333,29.9521033333333,"NO"
"-NdQm2dQpVcYA9EXgKX4","2023-09-03T18:02:44.008+02:00","Gitsina Gabo","monyi","Mugina ","Munini ","Jenda ",-2.14082,29.9521916666667,"NO"
"-NdSoB2NSTJVJzGDICEY","2023-09-04T03:30:56.816+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.45659473,29.80324071,"NO"
"-NdSoFxtpGGvbf3OGO_a","2023-09-04T03:31:35.911+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.45668226,29.80323003,"NO"
"-NdSoMs455pXE6DXeIAk","2023-09-04T03:31:49.267+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.45674013,29.80323704,"NO"
"-NdSoS5-MoK-AtBbkJYG","2023-09-04T03:32:25.583+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.45672923,29.8032235,"NO"
"-NdSoY5e5B6kracp53UU","2023-09-04T03:32:36.589+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.45671489,29.80322056,"NO"
"-NdSobmkYw-AaLsxvz82","2023-09-04T03:33:09.406+02:00","","Burera","Rusarabuye ","Ndago ","Ndago ",-1.4567143,29.8032187,"NO"
"-NdTXlN3pYxwiv97kRih","2023-09-04T06:54:29.152+02:00","Gitsina Gabo","Rutsiro","Boneza","Bikono","Bushaka",-1.89411262,29.27463077,"NO"
"-NdTXytUBz5eLtyLBH2g","2023-09-04T06:55:23+02:00","Gitsina Gabo","Rutsiro","Boneza ","Bikono ","Bushaka ",-1.89410614,29.27462651,"NO"
"-NdUMIiZiG7LtmkYC3PC","2023-09-04T10:43:56.565+02:00","Gitsina Gabo","Burera","Nemba","Kanyaru","Rubona",-1.5731,29.891625,"NO"
"-NdUMZXtGUjijefEdxVk","2023-09-04T10:44:51.535+02:00","Gitsina Gore","Nyamasheke","Bushenge ","Karusimbi ","Karusimbi ",-2.40495612,28.98212218,"YES"
"-NdUXLyvcfWHRII2nuV7","2023-09-04T11:31:41.072+02:00","Gitsina Gabo","Burera","Nemba","Kanyaru","Rubona",-1.56822333333333,29.8911866666667,"NO"
"-NdUy-NVy72Nv_wGLjy_","2023-09-04T13:33:00.751+02:00","Gitsina Gore","Rwamagana","Munyiginya","Buyanja","Nyarubuye",-1.94376666666667,30.08986,"YES"
"-NdV1xHE0bY3ljuShGmv","2023-09-04T13:54:55.822+02:00","","Burera","Rugarma","Rwambeho","Rurembo",-1.37953582,29.74634134,"NO"
"-NdV25_s28HAfKzQu0iY","2023-09-04T13:55:34.676+02:00","","Burera","Rugarama","Rwambeho","Rurembo",-1.37950725,29.74654572,"NO"
"-NdVcsYdk0KXNpGgBkjR","2023-09-04T16:38:14.712+02:00","Gitsina Gabo","Rulindo","Tumba","Karambi","Misezero",-1.6904642,29.95196933,"YES"
"-NdVfASJrGRaMGfpe4V8","2023-09-04T16:49:12.051+02:00","Gitsina Gabo","Rulindo","Tumba","Karambi","Misezero",-1.69050771,29.95193864,"YES"
"-NdVfej0vyw9pC-0FkXn","2023-09-04T16:51:26.391+02:00","","Rulindo","Tumba","Karambi","Misezero",-1.6905011,29.95193267,"YES"
"-NdVgGtcDjN9B-kYEeBT","2023-09-04T16:55:13.719+02:00","","Rulindo","Tumba","Karambi","Misezero",-1.69050901,29.95192556,"NO"
"-NdVsNSnSsk3C9tqmpV9","2023-09-04T17:47:52.438+02:00","","Rulindo","Tumba","Karambi","Misezero",-1.6859104,29.95377067,"NO"
"-Nd_UOaEbozpYI3SNweo","2023-09-05T15:17:52.808+02:00","Gitsina Gabo","Burera","Rusarabuye ","Ndago ","Ndago  ",-1.45666614,29.80322828,"NO"
"-Nd_UTFc961QmTzjUUJ2","2023-09-05T15:18:30.863+02:00","Gitsina Gabo","Burera","Rusarabuye ","Ndago ","Ndago  ",-1.45664064,29.80320223,"NO"
"-Nd_fSYnXwTDUsBDc-Dl","2023-09-05T16:09:51.377+02:00","","Rulindo","Tumba","Karambi","Misezero",-1.68478229,29.954503,"NO"
"-Nda6R1AWD7L885VOq4r","2023-09-05T18:12:02.619+02:00","Gitsina Gabo","Gisagara","Mukindo ","Akabati ","Gitega ",-2.7335594,29.8477084,"NO"
"-Nda9KNZZFLEGUj7ME-v","2023-09-05T18:24:59.673+02:00","Gitsina Gore","Nyagatare","Nyagatare ","Mugari ","Rutaraka ",-1.32807608,30.36151145,"NO"
"-NdeGyBiR8TRqlERlwfn","2023-09-06T13:36:50.611+02:00","Gitsina Gabo","Karongi","Murambi","Muramba","Nkoto",-2.1615318,29.5508252,"NO"
"-NdfDGeGzRFOM0BVrxUk","2023-09-06T17:52:52.356+02:00","Gitsina Gabo","Gisagara","Nyanza","Ruvugizo","Higiro",-2.77307589,29.73514822,"YES"
"-NdfImQxUoaVTp2FxXzm","2023-09-06T18:24:23.795+02:00","Gitsina Gabo","Gisagara","Kigembe","Akajwiga","Rusagara",-2.71002401,29.75646859,"NO"
"-NdfkbZ7yyX9C99hRLg6","2023-09-06T20:30:05.437+02:00","","Rubavu","Cyanzarwe","Hanika","Rwangara",-1.66032378,29.27237855,"NO"
"-Ndfko8g8dh83Zj2uWNV","2023-09-06T20:31:13.236+02:00","","Rubavu","Cyanzarwe ","Hanika ","Rwangara",-1.63700308,29.31396153,"NO"
"-Ndidfu3I9VRGeFMRNqk","2023-09-07T09:57:30.533+02:00","Gitsina Gabo","Bugesera","Musenyi","Bizenga","Musenyi",-2.17857,30.0107133333333,"NO"
"-NdjOZustjzHKYRH30HK","2023-09-07T13:28:10.364+02:00","Gitsina Gabo","Rubavu","Cyanzarwe","Hanika ","Rwangara",-1.63703971,29.31397639,"NO"
"-NdjOgz7NL5MCnzpEcR3","2023-09-07T13:28:17.785+02:00","","Rubavu","Cyanzarwe ","Hanika ","Rwangara",-1.63704936,29.31403123,"NO"
"-NdjokJddHvMX_D7nrj9","2023-09-07T15:26:54.99+02:00","Gitsina Gore","Burera","Rugarama ","Hanika ","Cyahi ",-1.40964333333333,29.7379366666667,"NO"
